Comment,Designator,Footprint,LCSC Part #
2k2,R27 R28,R0805,
10k,R13 R14 R15 R16 R19 R20 R21 R22 R23 R24 R25 R26,R0805,
100R,R1 R2 R3 R4 R5 R6 R7 R8 R9 R10 R11 R12,R0805,
680R,R17 R18,R0805,
C2286,LED1,CHIP-LED0603,
C8062,D1 D2,MELF-MLL34,
C8492,T1 T2,SOT-23,
C8545,T3 T4,SOT-23,
C72043,LED2,CHIP-LED0603,
